Date,Open,High,Low,Close,Adj Close,Volume,MarktCap,MA50,MA200,returns,Polarity Score
2022-03-10,0.12157200276851654,0.12161199748516083,0.11553200334310532,0.1168849989771843,0.1168849989771843,513641345,62444407.01636456,0.13903960064053536,,-0.038679805738800144,0.14229896
2022-03-11,0.11689300090074539,0.11829300224781036,0.1145699992775917,0.11560200154781342,0.11560200154781342,388727358,45439507.40883838,0.1381305405497551,,-0.010976579035786416,0.16184746
2022-03-12,0.11560799926519394,0.11723899841308594,0.11513199657201767,0.11513599753379822,0.11513599753379822,235277001,27199903.358725034,0.13733744040131568,,-0.004031106795520767,0.15679678
2022-03-13,0.11507999897003174,0.11623100191354752,0.11068599671125412,0.11160799860954285,0.11160799860954285,373430106,42974336.21385884,0.13678602024912834,,-0.03064201465940075,0.1110595
2022-03-14,0.11160700023174286,0.11896699666976929,0.11081700026988983,0.11404799669981003,0.11404799669981003,822092169,91751240.89609699,0.13635896012187004,,0.02186221525935106,0.07584052000000001
2022-03-15,0.11404299736022949,0.1142129972577095,0.11093699932098389,0.1127839982509613,0.1127839982509613,400614617,45687291.70900035,0.13580219998955725,,-0.011083039469564238,0.10092228
2022-03-16,0.11277899891138077,0.116907998919487,0.11236400157213211,0.116907998919487,0.116907998919487,537170937,60581600.51914839,0.13530209988355638,,0.03656547677401156,0.07603558
2022-03-17,0.11690700054168701,0.118709996342659,0.11628100275993347,0.11650200188159943,0.11650200188159943,412838814,48263747.45192742,0.13477995991706848,,-0.0034727909265402923,0.13307236
2022-03-18,0.11648999899625778,0.11937499791383743,0.11456800252199173,0.11930599808692932,0.11930599808692932,410862503,47861372.56206996,0.13423463985323905,,0.024068223378509668,0.08927542
2022-03-19,0.11927799880504608,0.1245729997754097,0.11852999776601791,0.12356899678707123,0.12356899678707123,628081786,74916338.51997921,0.13379531994462013,,0.03573163770890875,0.22352464
2022-03-20,0.1235790029168129,0.12391900271177292,0.11799100041389465,0.11915399879217148,0.11915399879217148,428111799,52905629.25734302,0.1334339201450348,,-0.03572901059079958,0.11055491999999999
2022-03-21,0.11914599686861038,0.12133199721574783,0.118306003510952,0.1193389967083931,0.1193389967083931,439486516,52363059.05913249,0.13295570001006127,,0.0015525951130208604,0.11594362000000001
2022-03-22,0.11933299899101257,0.1253499984741211,0.11901400238275528,0.12248100340366364,0.12248100340366364,610507111,72853644.460969,0.13255298003554344,,0.02632841553836829,0.0
2022-03-23,0.12248700112104416,0.13071300089359283,0.12136100232601166,0.12972700595855713,0.12972700595855713,998922753,122355052.36654752,0.13216662019491196,,0.059160215490827284,0.14048446
2022-03-24,0.129721999168396,0.14060500264167786,0.1284549981355667,0.13654999434947968,0.13654999434947968,2017926806,261769499.449816,0.13190854012966155,,0.05259497311687156,0.11773588
2022-03-25,0.1366029977798462,0.13727499544620514,0.1287820041179657,0.13101300597190857,0.13101300597190857,882486375,120550284.32486951,0.1318963399529457,,-0.04054916592233604,0.16142226
2022-03-26,0.1310099959373474,0.13649499416351318,0.1298779994249344,0.13586799800395966,0.13586799800395966,610401998,79968763.27812874,0.13176607996225356,,0.03705732874407963,0.227658
2022-03-27,0.13590000569820404,0.1448580026626587,0.13570299744606018,0.14473199844360352,0.14473199844360352,1445019558,196378166.16621628,0.131533420085907,,0.0652397957566544,0.16902984
2022-03-28,0.1447249948978424,0.15273700654506683,0.1424569934606552,0.14265699684619904,0.14265699684619904,1476875507,213740800.21532342,0.13148512005805968,,-0.014336854460093917,0.15358628
2022-03-29,0.14255699515342712,0.14855900406837463,0.14128999412059784,0.1444700062274933,0.1444700062274933,961074557,137007900.96433112,0.1312601998448372,,0.012708871078008777,0.11497318000000001
2022-03-30,0.14445599913597107,0.1449970006942749,0.1398800015449524,0.14320999383926392,0.14320999383926392,884305263,127743200.30786267,0.13083719968795776,,-0.00872161925600845,0.10706062
2022-03-31,0.14318400621414185,0.14722000062465668,0.13717199862003326,0.13782599568367004,0.13782599568367004,1055136949,151078735.46238667,0.13053373992443085,,-0.03759512874245885,0.08390728145629126
2022-04-01,0.137922003865242,0.14239400625228882,0.1332090049982071,0.14131499826908112,0.14131499826908112,877530017,121030698.39653988,0.13010928004980088,,0.025314546563616425,0.0710152
2022-04-02,0.14131000638008118,0.14406900107860565,0.13888199627399445,0.13891300559043884,0.13891300559043884,682408266,96431116.42228013,0.12989758014678954,,-0.01699743628109862,0.09634218
2022-04-03,0.13890300691127777,0.14855800569057465,0.13708800077438354,0.14645299315452576,0.14645299315452576,1047399132,145486888.87106234,0.12977852016687394,,0.054278485531565446,0.08510676
2022-04-04,0.14641299843788147,0.15531200170516968,0.1420080065727234,0.14859099686145782,0.14859099686145782,2253509569,329943093.0057479,0.1298192000389099,,0.014598566139759406,0.09083162
2022-04-05,0.14861400425434113,0.17804500460624695,0.14772699773311615,0.1729069948196411,0.1729069948196411,5230288678,777294143.8437243,0.12981410026550294,,0.16364381740338452,0.11550986
2022-04-06,0.17248499393463135,0.1734970062971115,0.14329099655151367,0.14341700077056885,0.14341700077056885,3729047979,643204818.0397643,0.1303438800573349,,-0.17055408359756186,0.07005033999999999
2022-04-07,0.14343200623989105,0.14802800118923187,0.14131200313568115,0.14610199630260468,0.14610199630260468,1420790611,203786847.7825306,0.13017694026231766,,0.01872159867804757,0.1212492
2022-04-08,0.14610600471496582,0.1527159959077835,0.14160799980163574,0.14254899322986603,0.14254899322986603,1683800631,246013382.93194842,0.13011806041002275,,-0.02431864835973707,0.1275583
2022-04-09,0.1425440013408661,0.1444620043039322,0.14141599833965302,0.14430299401283264,0.14430299401283264,523997409,74692687.37110636,0.13019706040620804,,0.012304546971708241,0.17982808
2022-04-10,0.14430400729179382,0.1569720059633255,0.1438630074262619,0.14953500032424927,0.14953500032424927,1931829669,278770762.6418797,0.1303078606724739,,0.0362570877146966,0.14640852
2022-04-11,0.14937399327754974,0.15129199624061584,0.13381800055503845,0.1346540004014969,0.1346540004014969,1515679359,226403078.3821869,0.13047140061855317,,-0.09951516294168361,0.11629380000000002
2022-04-12,0.1346520036458969,0.14412200450897217,0.13424299657344818,0.13807600736618042,0.13807600736618042,1214105682,163481762.71916816,0.13042768061161042,,0.02541333309430205,0.11973344
2022-04-13,0.1380700021982193,0.14260800182819366,0.1370670050382614,0.14008000493049622,0.14008000493049622,890728707,122982914.53350703,0.1306193205714226,,0.014513727638438612,0.11992016000000001
2022-04-14,0.14005300402641296,0.14663299918174744,0.1381009966135025,0.14392000436782837,0.14392000436782837,1759067761,246362724.21406624,0.1307891607284546,,0.027412901928704603,0.16788908000000002
2022-04-15,0.1439169943332672,0.14928700029850006,0.14276699721813202,0.14602600038051605,0.14602600038051605,1140382087,164120362.35253844,0.1311110806465149,,0.014633101367237389,0.11524201861130995
2022-04-16,0.14601700007915497,0.14781099557876587,0.1420930027961731,0.14371199905872345,0.14371199905872345,584019179,85276728.50627102,0.1315545606613159,,-0.015846502100740678,0.1312673
