Date,Open,High,Low,Close,Adj Close,Volume,MarktCap,MA50,MA200,returns,Polarity Score
2022-02-06,0.1471399962902069,0.1547749936580658,0.14525799453258514,0.15376999974250793,0.15376999974250793,757004142,111385586.64555126,,,0.04505206104837067,0.25991446338093044
2022-02-07,0.1538030058145523,0.17158600687980652,0.15174099802970886,0.1655779927968979,0.1655779927968979,1791358822,275516371.3160156,,,0.07678996601523558,0.215312265037594
2022-02-08,0.16560600697994232,0.16914500296115875,0.15370899438858032,0.15840500593185425,0.15840500593185425,1190116000,197090358.60294104,,,-0.04332089514964832,0.14946886255924172
2022-02-09,0.15835699439048767,0.16070400178432465,0.15503500401973724,0.1591230034828186,0.1591230034828186,778670798,123307967.19092256,,,0.004532669575311621,0.28936476851851856
2022-02-10,0.15914499759674072,0.16043700277805328,0.1514970064163208,0.15188899636268616,0.15188899636268616,1053630584,167680036.75853252,,,-0.045461730622207264,0.19353026802218115
2022-02-11,0.15189500153064728,0.15406900644302368,0.14334900677204132,0.14484700560569763,0.14484700560569763,776730555,117981488.84062551,,,-0.0463627446729149,0.046951494252873566
2022-02-12,0.14485600590705872,0.14701299369335175,0.14167800545692444,0.14440500736236572,0.14440500736236572,602699408,87304629.00542879,,,-0.0030514834703253557,0.1308213339640492
2022-02-13,0.14437900483608246,0.15735399723052979,0.14403100311756134,0.14894799888134003,0.14894799888134003,1581065491,228272662.17125207,,,0.031460069162104976,0.11319982527664532
2022-02-14,0.14886899292469025,0.15013200044631958,0.14364899694919586,0.14600299298763275,0.14600299298763275,898042727,133690716.37183253,,,-0.019772040684168046,0.36739109999999997
2022-02-15,0.14599600434303284,0.15219900012016296,0.14520299434661865,0.151760995388031,0.151760995388031,674961496,98541681.50139594,,,0.03943756413874322,0.15053454876937103
2022-02-16,0.15177899599075317,0.1518239974975586,0.14677099883556366,0.14909499883651733,0.14909499883651733,505588732,76737750.12719798,,,-0.017567073441348335,0.010104740608228987
2022-02-17,0.14904999732971191,0.1498890072107315,0.1380710005760193,0.1385519951581955,0.1385519951581955,721382126,107522003.9540019,,,-0.07071332882119163,0.23253940520446098
2022-02-18,0.13859400153160095,0.14209699630737305,0.1369599997997284,0.1387680023908615,0.1387680023908615,563817289,78141694.2152091,,,0.001559033721740155,0.2451443920829406
2022-02-19,0.13876399397850037,0.145906001329422,0.13875100016593933,0.14120599627494812,0.14120599627494812,655782652,90999019.973333,,,0.017568847587930314,0.0001678301886792453
2022-02-20,0.14119699597358704,0.14119699597358704,0.13585199415683746,0.13686800003051758,0.13686800003051758,490138547,69206090.4472588,,,-0.030721048389360517,0.2194735
2022-02-21,0.13683800399303436,0.14134499430656433,0.1282459944486618,0.12849000096321106,0.12849000096321106,913773124,125038890.39063948,,,-0.061212256082053274,0.135519375
2022-02-22,0.12848800420761108,0.13169600069522858,0.1253650039434433,0.13155299425125122,0.13155299425125122,711967119,91479234.18175274,,,0.023838378590386622,0.11250320000000001
2022-02-23,0.13156099617481232,0.1353369951248169,0.12784600257873535,0.12784600257873535,0.12784600257873535,587472906,77288520.73907188,,,-0.028178694780872426,0.15350195
2022-02-24,0.12782099843025208,0.1278509944677353,0.10955499857664108,0.12381300330162048,0.12381300330162048,2046477370,261582780.6983164,0.14973069995641708,,-0.03154575970907736,0.10928406666666668
2022-02-25,0.1238429993391037,0.12818099558353424,0.12098299711942673,0.12757599353790283,0.12757599353790283,805161073,99713562.23141102,0.14901883989572526,,0.030392528538503605,0.10718090000000001
2022-02-26,0.12756800651550293,0.1300709992647171,0.12619900703430176,0.12764699757099152,0.12764699757099152,535575654,68322318.51901674,0.14836609989404678,,0.0005565626503829524,0.1414587
2022-02-27,0.12763899564743042,0.12823499739170074,0.12205299735069275,0.12311100214719772,0.12311100214719772,592809151,75665564.64424592,0.14781825989484787,,-0.0355354650725026,0.19948545363659084
2022-02-28,0.12311799824237823,0.13447900116443634,0.12195400148630142,0.13315600156784058,0.13315600156784058,765755924,94278336.50512272,0.14724143981933593,,0.08159302779968058,0.131502325
2022-03-01,0.13317400217056274,0.13773000240325928,0.13046200573444366,0.1339379996061325,0.1339379996061325,876604512,116740931.1838131,0.1468834599852562,,0.005872796036861416,0.09586716666666666
2022-03-02,0.13396400213241577,0.1362140029668808,0.13123199343681335,0.1329900026321411,0.1329900026321411,709536320,95052325.08550644,0.14669571995735167,,-0.00707787914392588,0.14602035000000002
2022-03-03,0.1329980045557022,0.13364900648593903,0.12781000137329102,0.12961000204086304,0.12961000204086304,518193386,68918686.31196275,0.1462865200638771,,-0.025415448713294486,0.1381425
2022-03-04,0.12963099777698517,0.12985600531101227,0.1215440034866333,0.12259099632501602,0.12259099632501602,650665594,84346430.16937473,0.1456479001045227,,-0.054154815255956,0.14641722
2022-03-05,0.12261400371789932,0.12537500262260437,0.12157200276851654,0.12499599903821945,0.12499599903821945,334091552,40964302.799046755,0.1446591202914715,,0.019618102350903666,0.1348599
2022-03-06,0.12502500414848328,0.12561100721359253,0.12038400024175644,0.12076599895954132,0.12076599895954132,400458464,50067321.12289524,0.14348674044013024,,-0.03384108380448836,0.13044883999999998
2022-03-07,0.12076900154352188,0.12256299704313278,0.11501500010490417,0.11710499972105026,0.11710499972105026,513014829,61956288.675350614,0.14220026046037673,,-0.030314817664180094,0.10388826
2022-03-08,0.11710599809885025,0.11972399801015854,0.11583799868822098,0.11702899634838104,0.11702899634838104,491414294,57547561.37891184,0.14099864050745964,,-0.0006490190243820804,0.12045968
2022-03-09,0.11704699695110321,0.1237339973449707,0.11676599830389023,0.12158799916505814,0.12158799916505814,519157507,60765827.13897134,0.13991786047816276,,0.038956181450155336,0.16266658
