Date,High,Low,Open,Close,Volume,Adj Close,Polarity Score
03-01-2022,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,28411316,1.9999999949504854e-06,0.09586716666666666
03-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8614416,9.999999974752427e-07,0.14602035000000002
03-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8764455,9.999999974752427e-07,0.1381425
03-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15698350,9.999999974752427e-07,0.14641722
04-01-2022,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,18802843,1.9999999949504854e-06,0.0710152
04-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,23063025,9.999999974752427e-07,0.09634218
04-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10131973,9.999999974752427e-07,0.08510676
04-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20949400,9.999999974752427e-07,0.09083162
13-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13373327,9.999999974752427e-07,0.11319982527664532
13-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7160283,9.999999974752427e-07,0.1110595
13-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15246592,9.999999974752427e-07,0.11992016000000001
14-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11656733,9.999999974752427e-07,0.36739109999999997
14-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5541743,9.999999974752427e-07,0.07584052000000001
14-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10840332,9.999999974752427e-07,0.16788908000000002
15-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16703972,9.999999974752427e-07,0.15053454876937103
15-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6058100,9.999999974752427e-07,0.10092228
15-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7861073,9.999999974752427e-07,0.11524201861130995
16-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8647344,9.999999974752427e-07,0.010104740608228987
16-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8380695,9.999999974752427e-07,0.07603558
16-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10269530,9.999999974752427e-07,0.1312673
17-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15240904,9.999999974752427e-07,0.23253940520446098
17-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5405860,9.999999974752427e-07,0.13307236
17-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11924911,9.999999974752427e-07,0.12946602000000001
18-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16277741,9.999999974752427e-07,0.2451443920829406
18-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6210203,9.999999974752427e-07,0.08927542
18-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,39104660,9.999999974752427e-07,0.14183268000000002
19-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12689756,9.999999974752427e-07,0.0001678301886792453
19-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9102055,9.999999974752427e-07,0.22352464
19-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,16203336,9.999999974752427e-07,0.14101148
20-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11627666,9.999999974752427e-07,0.2194735
20-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6201599,9.999999974752427e-07,0.11055491999999999
20-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,224367601,9.999999974752427e-07,0.12765532000000002
21-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15993641,9.999999974752427e-07,0.135519375
21-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5189715,9.999999974752427e-07,0.11594362000000001
21-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,71395669,9.999999974752427e-07,0.13112878
22-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11634940,9.999999974752427e-07,0.11250320000000001
22-03-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5513457,9.999999974752427e-07,0.0
22-04-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,45563738,9.999999974752427e-07,0.11292564
23-02-2022,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9604818,9.999999974752427e-07,0.15350195
