Date,High,Low,Open,Close,Volume,Adj Close,Polarity Score
03/01/2022,1.241454959,1.182780981,1.236693978,1.18453896,1251855,1.18453896,0.095867167
04/01/2022,1.197340965,1.177412987,1.184803009,1.184319019,696471,1.184319019,0.0710152
03/02/2022,1.054188013,1.000560999,1.016677976,1.008785009,467346,1.008785009,0.14602035
04/02/2022,1.056810975,1.008147001,1.008870959,1.051372051,424532,1.051372051,0.09634218
13/02/2022,1.060775995,1.041301012,1.044525027,1.055757046,490092,1.055757046,0.113199825
14/02/2022,1.055742025,1.021811008,1.055726051,1.034679055,205570,1.034679055,0.3673911
15/02/2022,1.055245996,1.022037029,1.034577966,1.053187013,334767,1.053187013,0.150534549
16/02/2022,1.060616016,1.035436988,1.053166032,1.049736977,234412,1.049736977,0.010104741
17/02/2022,1.053838015,1.017398,1.049744964,1.019292951,302457,1.019292951,0.232539405
18/02/2022,1.043297052,0.99921,1.019312024,1.007575035,353211,1.007575035,0.245144392
19/02/2022,1.016446948,0.986993015,1.007663965,1.00642705,271839,1.00642705,0.00016783
20/02/2022,1.010323048,0.96439302,1.006418943,0.998416007,498230,0.998416007,0.2194735
21/02/2022,1.011016965,0.974942029,0.998302996,0.977676988,340243,0.977676988,0.135519375
22/02/2022,0.998480976,0.962617993,0.977620006,0.995519996,248098,0.995519996,0.1125032
23/02/2022,1.00563097,0.988088012,0.995581985,0.990284979,178773,0.990284979,0.15350195
24/02/2022,0.990445018,0.939360023,0.990238011,0.959026992,664471,0.959026992,0.109284067
25/02/2022,1.006943941,0.956165016,0.959106028,1.000859022,823896,1.000859022,0.1071809
26/02/2022,1.007444978,0.979285002,1.000862956,0.986810982,277347,0.986810982,0.1414587
27/02/2022,1.015192986,0.974043012,0.986869991,0.974151015,457800,0.974151015,0.199485454
28/02/2022,1.018425941,0.97131598,0.974134028,1.014811993,371633,1.014811993,0.131502325
03/03/2022,1.022444963,0.989817023,1.014940023,0.996675014,304333,0.996675014,0.1381425
04/03/2022,0.998575985,0.970001996,0.996707976,0.982647002,381357,0.982647002,0.08510676
13/03/2022,0.947660983,0.934597015,0.945077002,0.936506987,138229,0.936506987,0.1110595
14/03/2022,0.942785025,0.933063984,0.936504006,0.939885974,209986,0.939885974,0.07584052
15/03/2022,0.941808999,0.931011975,0.939890981,0.938026011,124396,0.938026011,0.10092228
16/03/2022,0.955998003,0.934086978,0.938009024,0.947942019,259295,0.947942019,0.07603558
17/03/2022,0.951458991,0.938094974,0.947939992,0.948282003,228895,0.948282003,0.13307236
18/03/2022,0.949748993,0.931936026,0.948249996,0.941657007,210373,0.941657007,0.08927542
19/03/2022,0.951965988,0.938637972,0.941657007,0.947399974,300176,0.947399974,0.22352464
20/03/2022,0.955282986,0.933656991,0.947404027,0.941640973,364295,0.941640973,0.11055492
21/03/2022,0.959083974,0.938347995,0.941659987,0.948625982,353478,0.948625982,0.11594362
22/03/2022,0.96786797,0.942171991,0.948642015,0.952500999,677719,0.952500999,0
23/03/2022,0.975304008,0.951170981,0.95262301,0.974094987,454355,0.974094987,0.14048446
24/03/2022,0.981589973,0.953585029,0.974083006,0.954096973,489069,0.954096973,0.11773588
25/03/2022,0.984148026,0.950223029,0.954149008,0.955651999,671498,0.955651999,0.16142226
26/03/2022,1.001893997,0.954016984,0.955663979,0.985116005,853500,0.985116005,0.227658
27/03/2022,1.008561969,0.978913009,0.985114992,1.008550048,463497,1.008550048,0.16902984
28/03/2022,1.030112028,0.999375999,1.008556008,1.00295198,781560,1.00295198,0.15358628
29/03/2022,1.020251036,0.994093001,1.002974987,0.999426007,565050,0.999426007,0.11497318
30/03/2022,1.002289057,0.977299988,0.999467015,0.985450029,564840,0.985450029,0.10706062
31/03/2022,1.010521054,0.969276011,0.985485017,0.979062021,585842,0.979062021,0.083907281
03/04/2022,0.978820026,0.965322018,0.970673025,0.972662985,205397,0.972662985,0.14641722
04/04/2022,0.972627997,0.955274999,0.972627997,0.965510011,194245,0.965510011,0.09083162
13/04/2022,0.922446012,0.893750012,0.896942019,0.92119199,231487,0.92119199,0.11992016
14/04/2022,0.926986992,0.895919025,0.92109102,0.896641016,180988,0.896641016,0.16788908
15/04/2022,0.909871995,0.896238029,0.896736979,0.909659028,174450,0.909659028,0.115242019
16/04/2022,0.915844977,0.898617029,0.909632981,0.900707006,157344,0.900707006,0.1312673
17/04/2022,0.910477996,0.897731006,0.900560021,0.898356974,94190,0.898356974,0.12946602
18/04/2022,0.901525021,0.878735006,0.898388982,0.891354024,256523,0.891354024,0.14183268
19/04/2022,0.896072984,0.883589983,0.891385019,0.889008999,151928,0.889008999,0.14101148
20/04/2022,0.898474991,0.882716,0.889078021,0.892699003,192726,0.892699003,0.12765532
21/04/2022,0.902867973,0.879381001,0.892624974,0.881784976,167541,0.881784976,0.13112878
22/04/2022,0.88321054,0.870174348,0.880674183,0.871904612,171284,0.871904612,0.11292564
